TIME_frame,TRACK_ID,X_com,Y_com,area_mask,associ_code
13,52,895.9487179487179,47.666666666666664,39,1
13,42,950.5526315789474,393.5,38,1
13,67,561.5128205128206,362.12820512820514,39,1
13,61,889.5,207.3846153846154,26,1
13,58,986.3448275862069,44.206896551724135,29,1
13,71,517.8823529411765,457.8235294117647,34,1
13,66,347.3125,1000.5625,32,1
13,64,877.0,38.611111111111114,36,1
13,36,691.6363636363636,850.4242424242424,33,1
13,81,360.15,629.175,40,1
13,63,734.2413793103449,1038.0,29,1
13,69,521.0285714285715,799.6,35,1
13,78,371.0975609756098,444.4878048780488,41,1
13,87,956.047619047619,918.0952380952381,42,1
13,72,459.92105263157896,862.9736842105264,38,1
13,65,173.8048780487805,688.0,41,1
13,80,532.5121951219512,118.1219512195122,41,1
13,82,663.8809523809524,320.76190476190476,42,1
13,70,1093.560975609756,832.5853658536586,41,1
13,51,1256.775,490.05,40,1
13,59,140.67567567567568,406.8918918918919,37,1
13,60,355.0,780.0,33,1
13,79,546.3611111111111,514.8055555555555,36,1
13,84,40.30769230769231,122.1025641025641,39,1
13,83,150.5,746.0909090909091,44,1
13,105,887.8205128205128,985.8974358974359,39,1
13,57,23.75,630.8541666666666,48,1
13,100,675.6129032258065,1008.3548387096774,31,1
13,77,585.0294117647059,909.4411764705883,34,1
13,73,552.9024390243902,499.0243902439024,41,1
13,68,908.3111111111111,779.0,45,1
13,110,319.85714285714283,978.8857142857142,35,1
13,90,1158.4761904761904,893.2380952380952,42,1
13,85,1002.8695652173913,506.3695652173913,46,1
13,76,499.0,939.35,40,1
13,86,1261.78125,932.21875,32,1
13,101,789.6326530612245,886.9183673469388,49,1
13,99,114.375,878.40625,32,1
13,74,427.83673469387753,128.9591836734694,49,1
13,97,1061.3921568627452,790.5098039215686,51,1
13,91,808.95,771.075,40,1
13,103,539.0769230769231,177.69230769230768,39,1
13,88,319.73809523809524,626.3095238095239,42,1
13,98,30.608695652173914,272.9782608695652,46,1
13,75,578.9069767441861,751.3023255813954,43,1
13,104,199.3235294117647,395.97058823529414,34,1
13,111,649.6122448979592,1051.4897959183672,49,1
13,62,202.32,409.72,25,1
13,107,1021.9354838709677,541.4516129032259,31,1
13,93,972.4324324324324,633.4054054054054,37,1
13,108,925.3157894736842,959.8684210526316,38,1
13,113,1251.2083333333333,907.375,24,1
13,45,59.4,793.96,25,1
13,95,197.92,696.16,50,1
13,143,1293.4888888888888,952.9777777777778,45,1
13,106,413.625,348.65625,32,1
13,89,52.48571428571429,795.2571428571429,35,1
13,102,848.5,421.875,24,1
13,114,957.5,941.2083333333334,24,1
13,109,767.5,342.35714285714283,28,1
13,116,526.8095238095239,819.3333333333334,42,1
13,133,883.8846153846154,818.7692307692307,26,1
13,94,533.1860465116279,763.1627906976744,43,1
13,112,921.1538461538462,967.0,39,1
13,119,335.5438596491228,898.1228070175439,57,1
13,120,440.67857142857144,1090.875,56,1
13,144,204.95652173913044,393.39130434782606,23,1
13,135,1303.388888888889,951.1944444444445,36,1
13,130,1021.1,534.4333333333333,30,1
13,126,41.63414634146341,129.41463414634146,41,1
13,117,1184.9166666666667,550.75,24,1
13,122,238.25,815.9821428571429,56,1
13,125,501.88461538461536,910.5384615384615,52,1
13,132,1302.0285714285715,962.9142857142857,35,1
13,118,1141.7105263157894,833.421052631579,38,1
13,127,147.0909090909091,625.6,55,1
13,129,809.8409090909091,152.72727272727272,44,1
13,128,996.0769230769231,100.61538461538461,39,1
13,147,877.7741935483871,822.5806451612904,31,1
13,134,1124.8857142857144,549.6285714285714,35,1
13,131,807.030303030303,148.93939393939394,33,1
13,136,1356.388888888889,362.6111111111111,36,1
13,123,1126.764705882353,554.4117647058823,34,1
13,138,632.9661016949152,524.4406779661017,59,1
13,139,1355.3548387096773,357.5483870967742,31,1
13,121,864.3333333333334,792.125,24,1
13,137,577.1166666666667,850.1333333333333,60,1
13,140,996.974358974359,105.82051282051282,39,1
13,148,1008.75,837.0625,64,1
13,31,689.6923076923077,472.88461538461536,26,3
13,92,588.5384615384615,529.8461538461538,26,3
13,96,966.5,955.5,24,3
13,149,761.9130434782609,339.5652173913044,23,0
14,24,687.5294117647059,604.2058823529412,34,1
14,6,203.78125,311.15625,32,1
14,4,898.3939393939394,160.03030303030303,33,1
14,44,960.0571428571428,620.6,35,1
14,2,291.40625,198.125,32,1
14,3,686.04,106.4,25,1
14,33,851.9411764705883,266.97058823529414,34,1
14,7,204.16129032258064,884.6451612903226,31,1
14,5,747.3666666666667,371.4,30,1
14,9,1025.2903225806451,518.0322580645161,31,1
14,8,1007.4814814814815,115.62962962962963,27,1
14,22,1097.0,609.5,26,1
14,43,1247.0645161290322,62.193548387096776,31,1
14,20,504.55555555555554,159.92592592592592,27,1
14,29,44.51428571428571,326.7142857142857,35,1
14,17,19.4,127.05714285714286,35,1
14,34,289.3142857142857,399.9142857142857,35,1
14,27,1142.8709677419354,558.7741935483871,31,1
14,1,719.44,89.8,25,1
14,30,1239.7,223.8,30,1
14,13,1129.8846153846155,438.6923076923077,26,1
14,12,161.44444444444446,91.77777777777777,36,1
14,10,33.55555555555556,703.0555555555555,36,1
14,49,1067.53125,127.625,32,1
14,55,483.77142857142854,298.0285714285714,35,1
14,35,222.85185185185185,18.074074074074073,27,1
14,18,675.1481481481482,101.33333333333333,27,1
14,31,689.6923076923077,472.96153846153845,26,1
14,41,937.6285714285714,589.5714285714286,35,1
14,58,988.6451612903226,42.54838709677419,31,1
14,15,1190.896551724138,816.7586206896551,29,1
14,23,1082.0555555555557,721.9444444444445,36,1
14,28,118.77777777777777,197.19444444444446,36,1
14,16,461.0,454.5,36,1
14,19,15.2,1053.6333333333334,30,1
14,32,1081.1724137931035,707.9655172413793,29,1
14,36,689.5853658536586,851.1219512195122,41,1
14,25,1099.5277777777778,625.9444444444445,36,1
14,48,1068.8,105.8,35,1
14,14,455.0,473.77777777777777,36,1
14,37,1290.1818181818182,170.36363636363637,33,1
14,54,541.4571428571429,755.2,35,1
14,38,868.375,739.46875,32,1
14,40,400.9189189189189,961.7837837837837,37,1
14,66,349.0,997.918918918919,37,1
14,56,253.63333333333333,276.3666666666667,30,1
14,52,896.6285714285714,47.371428571428574,35,1
14,63,733.7333333333333,1038.3,30,1
14,64,879.2631578947369,39.13157894736842,38,1
14,39,33.55555555555556,36.166666666666664,36,1
14,50,897.40625,274.5625,32,1
14,47,1178.9117647058824,715.0,34,1
14,93,969.7567567567568,634.7297297297297,37,1
14,11,547.2121212121212,307.3939393939394,33,1
14,42,950.8333333333334,390.47222222222223,36,1
14,69,521.1388888888889,799.6944444444445,36,1
14,67,561.3947368421053,362.10526315789474,38,1
14,65,173.89743589743588,688.1794871794872,39,1
14,72,460.42857142857144,859.9714285714285,35,1
14,61,889.3928571428571,207.64285714285714,28,1
14,46,302.03125,821.96875,32,1
14,75,580.4736842105264,749.1842105263158,38,1
14,143,1290.5625,953.40625,32,1
14,71,520.2777777777778,456.3333333333333,36,1
14,87,956.3170731707318,918.9512195121952,41,1
14,105,887.9142857142857,985.0,35,1
14,59,141.23529411764707,407.05882352941177,34,1
14,78,371.1951219512195,444.0731707317073,41,1
14,80,532.2820512820513,115.66666666666667,39,1
14,73,551.9090909090909,498.5,44,1
14,53,1042.2,706.825,40,1
14,57,24.0,629.3333333333334,42,1
14,84,40.05,122.4,40,1
14,81,362.5135135135135,628.4864864864865,37,1
14,102,848.44,421.92,25,1
14,68,909.7674418604652,780.9767441860465,43,1
14,79,546.3846153846154,515.5384615384615,26,1
14,149,760.9285714285714,339.35714285714283,28,1
14,83,152.32608695652175,746.4130434782609,46,1
14,62,202.56,409.88,25,1
14,100,675.7096774193549,1008.6774193548387,31,1
14,70,1093.4418604651162,834.3953488372093,43,1
14,51,1257.5714285714287,490.7857142857143,42,1
14,85,1003.0681818181819,506.3181818181818,44,1
14,91,806.921052631579,768.3157894736842,38,1
14,77,585.1351351351351,911.3513513513514,37,1
14,60,356.5151515151515,779.5757575757576,33,1
14,88,322.7142857142857,626.452380952381,42,1
14,103,537.7857142857143,177.78571428571428,42,1
14,90,1156.4,892.4666666666667,45,1
14,86,1261.8620689655172,932.1034482758621,29,1
14,116,528.5555555555555,818.3333333333334,45,1
14,110,320.1764705882353,978.4705882352941,34,1
14,76,498.5365853658537,941.8780487804878,41,1
14,113,1251.2307692307693,908.0769230769231,26,1
14,97,1061.76,790.66,50,1
14,82,666.3913043478261,321.0869565217391,46,1
14,106,413.6774193548387,348.7096774193548,31,1
14,107,1022.0909090909091,541.2424242424242,33,1
14,89,54.57142857142857,794.5428571428571,35,1
14,104,197.5625,396.96875,32,1
14,108,926.025641025641,960.8717948717949,39,1
14,74,427.2,131.44444444444446,45,1
14,111,647.74,1051.32,50,1
14,95,198.7,693.08,50,1
14,99,114.34375,878.21875,32,1
14,133,883.3913043478261,821.0434782608696,23,1
14,101,791.3529411764706,887.7058823529412,17,1
14,94,535.4883720930233,761.953488372093,43,1
14,114,957.7916666666666,941.2083333333334,24,1
14,98,29.085106382978722,271.27659574468083,47,1
14,109,766.24,342.8,25,1
14,112,921.4594594594595,967.081081081081,37,1
14,144,202.8,393.56,25,1
14,45,60.70967741935484,793.9354838709677,31,1
14,119,335.6034482758621,898.3103448275862,58,1
14,135,1303.5454545454545,951.3333333333334,33,1
14,130,1021.0,534.1785714285714,28,1
14,117,1184.76,550.64,25,1
14,120,440.7413793103448,1090.7758620689656,58,1
14,126,41.857142857142854,129.52380952380952,42,1
14,122,238.42592592592592,816.0370370370371,54,1
14,125,499.7659574468085,908.6170212765958,47,1
14,118,1142.1739130434783,832.6086956521739,46,1
14,127,147.14285714285714,625.6428571428571,56,1
14,132,1301.9411764705883,963.2647058823529,34,1
14,129,810.972972972973,151.7027027027027,37,1
14,128,996.0769230769231,100.61538461538461,39,1
14,134,1125.225806451613,549.3870967741935,31,1
14,147,876.5897435897435,823.0769230769231,39,1
14,131,806.75,149.5,36,1
14,138,632.9661016949152,524.4406779661017,59,1
14,137,577.1186440677966,850.2033898305085,59,1
14,139,1356.25,357.625,32,1
14,123,1128.3235294117646,553.5882352941177,34,1
14,141,1025.878787878788,857.969696969697,66,3
14,150,1261.4166666666667,152.70833333333334,24,0
14,151,786.1515151515151,886.5454545454545,33,0
15,13,1126.5625,439.21875,32,1
15,20,502.5,160.0,32,1
15,6,203.67741935483872,311.741935483871,31,1
15,150,1259.076923076923,152.84615384615384,26,1
15,22,1094.44,609.32,25,1
15,3,686.1153846153846,106.34615384615384,26,1
15,5,746.9642857142857,371.92857142857144,28,1
15,2,290.42424242424244,196.03030303030303,33,1
15,7,205.48275862068965,884.3448275862069,29,1
15,1,717.1666666666666,89.79166666666667,24,1
15,43,1247.8666666666666,62.43333333333333,30,1
15,27,1145.4242424242425,560.060606060606,33,1
15,9,1025.0,520.8387096774194,31,1
15,44,961.2285714285714,623.6571428571428,35,1
15,28,116.83333333333333,198.88888888888889,36,1
15,38,868.3636363636364,742.7272727272727,33,1
15,10,31.0,702.7878787878788,33,1
15,24,685.0333333333333,606.3,30,1
15,14,453.8787878787879,473.8484848484849,33,1
15,34,288.0,398.1621621621622,37,1
15,4,896.4117647058823,159.61764705882354,34,1
15,41,936.4324324324324,592.0,37,1
15,17,17.1875,125.96875,32,1
15,8,1005.9130434782609,117.47826086956522,23,1
15,63,733.53125,1039.625,32,1
15,29,44.088235294117645,329.47058823529414,34,1
15,30,1240.7575757575758,226.4848484848485,33,1
15,15,1189.09375,816.9375,32,1
15,35,221.85185185185185,21.074074074074073,27,1
15,48,1071.0,105.78787878787878,33,1
15,12,160.75675675675674,88.70270270270271,37,1
15,33,851.1875,268.0,32,1
15,143,1287.6666666666667,953.5757575757576,33,1
15,37,1290.2058823529412,171.38235294117646,34,1
15,18,677.4074074074074,102.11111111111111,27,1
15,11,549.1142857142858,305.42857142857144,35,1
15,16,460.8888888888889,454.5833333333333,36,1
15,49,1068.861111111111,126.19444444444444,36,1
15,72,459.3333333333333,856.7222222222222,36,1
15,58,990.625,41.5,24,1
15,32,1080.9354838709678,707.6451612903226,31,1
15,52,896.6285714285714,46.51428571428571,35,1
15,90,1153.9756097560976,891.3414634146342,41,1
15,23,1080.923076923077,719.8205128205128,39,1
15,69,521.0294117647059,799.2941176470588,34,1
15,64,881.4285714285714,39.857142857142854,35,1
15,47,1180.5641025641025,716.5897435897435,39,1
15,19,16.56,1052.24,25,1
15,25,1098.6666666666667,625.3939393939394,33,1
15,65,173.875,687.925,40,1
15,56,253.82758620689654,276.3448275862069,29,1
15,46,304.19444444444446,820.7777777777778,36,1
15,67,561.3947368421053,362.10526315789474,38,1
15,42,951.439024390244,387.5121951219512,41,1
15,61,889.3571428571429,207.28571428571428,28,1
15,50,899.9166666666666,273.0833333333333,36,1
15,80,531.4047619047619,113.45238095238095,42,1
15,39,33.5945945945946,34.32432432432432,37,1
15,81,364.6585365853659,626.8780487804878,41,1
15,79,546.1612903225806,515.8387096774194,31,1
15,54,541.5806451612904,754.5806451612904,31,1
15,71,522.0625,454.90625,32,1
